total,n_minor,pct_minor,n_injured,pct_injured,n_fatal,pct_fatal,top5pct_prop,pr_auc,hitrate_topk_100m
29158,4660,15.981891762123603,22392,76.79539063035874,2106,7.222717607517662,37.2762192194252,0.3815337663372472,0.0
