total,n_minor,pct_minor,n_injured,pct_injured,n_fatal,pct_fatal,top5pct_prop,pr_auc,hitrate_topk_100m
29158,4660,15.981891762123603,22392,76.79539063035874,2106,7.222717607517662,25.03258110981549,0.30690674718523275,0.24509803921568626
